from_account,to_account,amount,device_id,ip_address,country,risk_score,timestamp
ACC0149,ACC0202,678.97,D019,200.22.150.112,Germany,0.25,2025-09-24 14:27:58
ACC0044,ACC0205,1549.91,D065,44.133.153.60,Panama,0.85,2025-10-05 12:57:48
ACC0203,ACC0293,1235.83,D026,73.72.28.78,France,0.3,2025-10-02 17:37:37
ACC0166,ACC0295,1346.78,D012,99.58.92.98,UK,0.3,2025-10-10 16:28:52
ACC0013,ACC0157,1236.28,D022,123.169.47.122,Cayman Islands,0.9,2025-09-14 00:51:01
ACC0120,ACC0103,320.42,D088,31.38.199.23,Cayman Islands,0.9,2025-09-23 15:44:09
ACC0076,ACC0148,1390.65,D002,125.130.15.94,Cayman Islands,0.9,2025-09-22 00:04:40
ACC0276,ACC0109,1051.3,D027,133.169.196.46,France,0.3,2025-09-12 17:59:18
ACC0193,ACC0299,96.53,D085,82.61.212.188,France,0.3,2025-10-11 20:32:43
ACC0139,ACC0028,142.53,D060,179.228.243.178,USA,0.2,2025-09-29 08:14:59
ACC0056,ACC0010,470.03,D038,191.35.241.90,Panama,0.85,2025-10-05 09:14:11
ACC0273,ACC0046,1006.3,D024,247.192.15.20,Canada,0.2,2025-09-23 20:47:48
ACC0272,ACC0157,792.87,D043,98.185.100.100,India,0.25,2025-09-26 12:47:59
ACC0121,ACC0257,1255.33,D036,237.218.17.251,USA,0.2,2025-10-08 19:06:55
ACC0144,ACC0116,1795.38,D020,32.196.107.143,Cayman Islands,0.9,2025-10-11 14:07:05
ACC0117,ACC0214,313.97,D031,242.164.94.124,UAE,0.4,2025-10-08 04:18:44
ACC0068,ACC0106,1166.25,D084,61.230.45.89,Germany,0.25,2025-10-07 06:50:30
ACC0070,ACC0221,1315.9,D099,50.91.27.152,Germany,0.25,2025-10-07 17:30:33
ACC0061,ACC0095,1456.89,D041,235.115.115.87,Germany,0.25,2025-10-03 08:42:06
ACC0141,ACC0078,222.48,D100,205.166.167.78,Canada,0.2,2025-10-11 06:08:40
ACC0291,ACC0119,6192.13,D077,44.138.226.164,Panama,0.85,2025-10-04 14:42:47
ACC0192,ACC0095,952.96,D050,67.18.114.205,India,0.25,2025-09-12 14:03:25
ACC0139,ACC0212,1517.98,D029,247.254.122.231,Canada,0.2,2025-10-11 19:29:25
ACC0251,ACC0167,860.84,D059,165.198.221.107,Canada,0.2,2025-09-27 01:06:58
ACC0202,ACC0293,1055.21,D077,211.19.143.37,France,0.3,2025-10-03 18:43:38
ACC0234,ACC0022,1080.36,D032,20.152.109.142,France,0.3,2025-09-14 05:59:51
ACC0098,ACC0150,1769.95,D057,83.128.52.118,Panama,0.85,2025-09-26 03:35:16
ACC0028,ACC0265,1661.49,D019,194.138.38.56,India,0.25,2025-10-10 06:39:36
ACC0280,ACC0070,11805.21,D051,235.126.33.74,Cayman Islands,0.9,2025-09-27 14:08:19
ACC0084,ACC0064,1415.39,D012,31.144.191.108,UK,0.3,2025-10-06 16:41:55
ACC0082,ACC0194,97.37,D071,95.154.233.178,Panama,0.85,2025-09-19 03:25:52
ACC0084,ACC0075,844.97,D023,206.124.83.170,USA,0.2,2025-09-20 15:05:25
ACC0061,ACC0068,1248.9,D026,127.137.228.137,USA,0.2,2025-10-08 05:47:20
ACC0003,ACC0253,1181.84,D031,114.123.30.163,Canada,0.2,2025-10-10 23:44:01
ACC0004,ACC0126,1243.33,D071,221.63.22.57,Singapore,0.35,2025-09-19 01:17:42
ACC0029,ACC0179,1709.12,D005,224.164.86.94,Germany,0.25,2025-09-16 02:44:42
ACC0026,ACC0056,331.06,D054,179.187.189.162,Germany,0.25,2025-10-09 15:19:18
ACC0288,ACC0091,16527.68,D059,104.239.107.219,Panama,0.85,2025-09-15 03:24:05
ACC0219,ACC0282,946.93,D009,230.80.94.144,Singapore,0.35,2025-10-01 22:37:37
ACC0269,ACC0108,1227.99,D090,196.171.145.32,Canada,0.2,2025-10-05 08:04:20
ACC0148,ACC0219,526.72,D078,169.100.247.43,Cayman Islands,0.9,2025-10-11 16:15:49
ACC0289,ACC0255,990.08,D067,166.69.191.84,India,0.25,2025-09-21 06:04:21
ACC0001,ACC0061,1254.67,D004,227.63.214.167,India,0.25,2025-10-01 23:38:44
ACC0212,ACC0024,1125.23,D043,12.173.61.186,Cayman Islands,0.9,2025-09-25 12:40:59
ACC0131,ACC0035,1018.31,D040,11.39.185.95,Singapore,0.35,2025-09-28 10:16:45
ACC0203,ACC0292,1665.77,D079,223.96.246.182,USA,0.2,2025-10-05 02:45:56
ACC0243,ACC0019,968.18,D083,238.231.147.239,Germany,0.25,2025-09-28 02:59:42
ACC0237,ACC0212,1671.86,D096,195.183.90.152,USA,0.2,2025-10-07 20:54:57
ACC0010,ACC0107,1601.08,D074,100.26.48.81,Cayman Islands,0.9,2025-09-13 08:53:00
ACC0174,ACC0193,1686.39,D081,109.57.162.39,France,0.3,2025-09-26 19:44:16
ACC0162,ACC0017,182.73,D035,105.125.222.253,Panama,0.85,2025-09-26 13:09:07
ACC0111,ACC0269,233.34,D039,209.61.243.33,Germany,0.25,2025-10-03 09:35:54
ACC0260,ACC0013,316.61,D062,133.197.233.144,France,0.3,2025-09-26 22:09:29
ACC0168,ACC0074,1646.06,D099,183.43.62.195,UK,0.3,2025-09-13 15:09:03
ACC0236,ACC0199,240.51,D092,21.185.227.162,France,0.3,2025-09-16 02:00:53
ACC0171,ACC0240,1045.95,D006,89.15.157.204,UK,0.3,2025-09-27 00:14:13
ACC0108,ACC0165,580.27,D026,207.122.181.40,Canada,0.2,2025-09-25 02:13:45
ACC0077,ACC0081,40.36,D036,141.36.62.148,UK,0.3,2025-09-28 20:42:51
ACC0282,ACC0164,1887.12,D035,156.72.53.28,Germany,0.25,2025-09-26 23:20:43
ACC0174,ACC0277,268.85,D057,182.22.37.108,USA,0.2,2025-09-14 11:14:44
ACC0045,ACC0219,1412.31,D051,171.224.186.189,Germany,0.25,2025-10-03 12:00:03
ACC0183,ACC0160,1428.67,D043,146.30.246.203,Canada,0.2,2025-10-04 11:08:18
ACC0291,ACC0068,203.55,D012,174.191.206.129,India,0.25,2025-10-04 16:47:23
ACC0119,ACC0115,523.53,D019,56.189.244.180,UAE,0.4,2025-09-27 21:25:26
ACC0167,ACC0233,140.08,D063,132.128.226.53,USA,0.2,2025-09-25 13:25:04
ACC0179,ACC0295,214.84,D017,213.37.93.152,France,0.3,2025-09-15 07:11:47
ACC0155,ACC0273,1185.17,D060,72.150.50.133,Panama,0.85,2025-09-30 11:44:33
ACC0034,ACC0175,867.99,D027,155.211.97.149,UAE,0.4,2025-09-23 07:42:14
ACC0089,ACC0040,1675.13,D095,162.128.93.152,UAE,0.4,2025-09-16 14:20:21
ACC0228,ACC0091,148.52,D040,218.162.207.219,Panama,0.85,2025-09-30 06:01:38
ACC0168,ACC0254,190.16,D083,237.158.241.203,USA,0.2,2025-09-11 20:46:44
ACC0076,ACC0077,590.09,D058,124.60.62.184,France,0.3,2025-09-27 05:25:38
ACC0154,ACC0292,1837.82,D087,193.244.98.32,Singapore,0.35,2025-10-10 03:29:25
ACC0005,ACC0262,1706.49,D052,240.150.23.10,Germany,0.25,2025-10-09 01:02:48
ACC0184,ACC0057,478.13,D037,110.170.91.192,USA,0.2,2025-09-30 10:32:47
ACC0208,ACC0196,430.32,D056,45.58.152.108,France,0.3,2025-09-29 08:19:47
ACC0214,ACC0079,277.21,D037,14.46.194.236,Germany,0.25,2025-10-05 11:36:44
ACC0224,ACC0070,1288.06,D011,126.238.211.188,Germany,0.25,2025-10-11 04:46:32
ACC0218,ACC0093,854.01,D059,108.100.67.57,France,0.3,2025-10-02 11:27:33
ACC0004,ACC0296,1427.14,D064,247.149.157.103,Canada,0.2,2025-09-13 11:33:00
ACC0020,ACC0291,235.2,D062,186.30.46.196,Cayman Islands,0.9,2025-10-07 09:52:26
ACC0144,ACC0239,1051.48,D067,72.130.171.199,UK,0.3,2025-09-15 15:32:10
ACC0277,ACC0297,115.02,D040,209.12.130.126,UAE,0.4,2025-10-06 17:51:35
ACC0241,ACC0294,847.82,D094,214.85.84.52,Cayman Islands,0.9,2025-09-13 13:43:19
ACC0156,ACC0289,1262.31,D034,156.23.178.84,USA,0.2,2025-09-13 04:22:07
ACC0147,ACC0249,1016.14,D011,81.74.43.167,Germany,0.25,2025-09-25 11:55:12
ACC0141,ACC0132,1211.6,D002,199.48.178.124,UK,0.3,2025-09-29 19:22:25
ACC0090,ACC0134,974.99,D090,230.18.97.31,Canada,0.2,2025-09-18 21:34:59
ACC0079,ACC0254,1543.03,D097,122.195.173.52,Panama,0.85,2025-09-22 02:13:48
ACC0296,ACC0177,1513.41,D007,52.128.112.131,Singapore,0.35,2025-09-26 11:40:56
ACC0244,ACC0273,1370.18,D030,77.47.145.232,Panama,0.85,2025-10-02 23:03:58
ACC0007,ACC0148,1360.2,D058,184.254.20.34,Panama,0.85,2025-10-07 15:33:56
ACC0182,ACC0222,676.59,D079,35.75.177.159,Singapore,0.35,2025-09-30 20:17:28
ACC0237,ACC0124,1543.29,D094,183.186.56.90,UAE,0.4,2025-10-08 10:34:44
ACC0006,ACC0005,828.39,D009,185.124.99.66,USA,0.2,2025-09-25 14:37:44
ACC0129,ACC0099,1242.6,D005,162.178.238.223,USA,0.2,2025-09-22 09:10:59
ACC0063,ACC0062,268.52,D012,240.175.154.215,UAE,0.4,2025-09-20 19:50:06
ACC0057,ACC0095,939.24,D033,173.126.246.80,Singapore,0.35,2025-10-02 14:02:09
ACC0166,ACC0132,561.8,D021,109.95.25.76,UK,0.3,2025-09-24 16:55:15
ACC0092,ACC0226,1959.05,D009,110.55.175.135,India,0.25,2025-09-17 02:53:41
ACC0074,ACC0277,444.59,D099,243.123.193.76,Panama,0.85,2025-09-16 20:54:08
ACC0018,ACC0038,1457.81,D010,14.239.137.48,UAE,0.4,2025-09-11 21:34:30
ACC0020,ACC0200,1403.11,D035,157.10.141.191,Germany,0.25,2025-10-05 16:14:49
ACC0245,ACC0224,19312.33,D052,41.155.147.249,Panama,0.85,2025-09-29 06:44:03
ACC0171,ACC0156,1268.22,D052,33.103.146.228,USA,0.2,2025-09-28 08:45:57
ACC0042,ACC0236,1299.11,D098,20.108.179.58,Singapore,0.35,2025-09-26 08:46:24
ACC0200,ACC0055,978.14,D081,122.198.58.45,Cayman Islands,0.9,2025-09-13 14:09:20
ACC0099,ACC0013,484.59,D093,212.148.174.88,UAE,0.4,2025-10-06 02:44:18
ACC0274,ACC0231,685.18,D003,194.20.113.40,USA,0.2,2025-09-22 03:11:13
ACC0268,ACC0235,306.42,D087,246.28.19.198,France,0.3,2025-09-18 17:31:44
ACC0251,ACC0010,101.15,D061,43.13.54.171,UAE,0.4,2025-09-14 06:46:10
ACC0158,ACC0050,349.67,D059,219.219.37.39,UAE,0.4,2025-10-05 23:46:41
ACC0113,ACC0033,681.31,D026,198.183.112.93,Panama,0.85,2025-09-17 17:18:33
ACC0295,ACC0280,1674.49,D018,205.21.161.54,Cayman Islands,0.9,2025-09-28 03:27:15
ACC0033,ACC0062,1517.52,D036,104.151.52.122,Germany,0.25,2025-09-23 16:25:50
ACC0298,ACC0021,1584.19,D018,106.209.50.14,UK,0.3,2025-10-05 11:55:20
ACC0042,ACC0004,1853.01,D001,161.237.82.116,Germany,0.25,2025-10-04 23:09:32
ACC0065,ACC0106,1050.94,D019,250.54.166.187,Singapore,0.35,2025-09-13 16:23:45
ACC0093,ACC0256,1258.11,D079,99.117.11.152,UK,0.3,2025-09-23 07:06:12
ACC0099,ACC0061,1241.65,D068,148.139.66.128,UK,0.3,2025-09-21 23:01:42
ACC0142,ACC0028,1595.26,D025,243.131.137.55,UK,0.3,2025-09-19 14:41:51
ACC0023,ACC0028,577.28,D083,95.167.216.237,Cayman Islands,0.9,2025-10-03 20:31:09
ACC0023,ACC0054,1850.47,D095,211.17.134.141,USA,0.2,2025-09-17 11:47:23
ACC0037,ACC0121,1189.49,D093,60.201.183.239,India,0.25,2025-09-27 16:00:52
ACC0118,ACC0057,205.15,D042,232.61.106.238,Canada,0.2,2025-09-22 13:39:17
ACC0038,ACC0242,118.14,D075,65.247.166.126,India,0.25,2025-09-20 12:01:11
ACC0199,ACC0192,1442.44,D018,79.61.95.42,India,0.25,2025-09-13 09:57:25
ACC0292,ACC0031,231.11,D036,117.53.204.97,Germany,0.25,2025-09-22 12:42:43
ACC0152,ACC0081,1812.1,D082,151.228.68.32,UAE,0.4,2025-10-01 20:13:29
ACC0268,ACC0251,952.24,D028,13.196.119.198,UAE,0.4,2025-09-23 19:56:13
ACC0127,ACC0168,452.59,D056,252.48.243.156,UAE,0.4,2025-09-12 02:28:47
ACC0214,ACC0023,1469.62,D006,118.145.110.132,India,0.25,2025-09-16 14:44:29
ACC0232,ACC0254,15976.79,D031,43.101.85.71,Cayman Islands,0.9,2025-09-16 06:16:18
ACC0009,ACC0246,331.99,D086,156.201.159.16,Singapore,0.35,2025-10-03 22:29:31
ACC0238,ACC0071,378.04,D091,170.128.190.172,Panama,0.85,2025-09-11 22:09:10
ACC0037,ACC0198,1066.53,D089,202.79.188.252,Cayman Islands,0.9,2025-10-11 14:10:47
ACC0278,ACC0295,1244.71,D027,248.24.141.252,UK,0.3,2025-09-29 12:38:37
ACC0027,ACC0057,10496.49,D050,153.191.208.62,Cayman Islands,0.9,2025-09-18 13:49:07
ACC0172,ACC0123,1301.59,D070,202.158.233.255,UK,0.3,2025-09-22 00:59:30
ACC0116,ACC0165,1012.1,D046,23.26.105.98,Singapore,0.35,2025-10-03 19:39:38
ACC0249,ACC0257,945.63,D068,221.146.240.84,UK,0.3,2025-10-03 19:09:25
ACC0189,ACC0034,183.74,D025,55.83.255.254,India,0.25,2025-09-15 14:12:51
ACC0056,ACC0085,1397.19,D036,233.62.143.253,UK,0.3,2025-09-12 23:00:00
ACC0151,ACC0214,1864.13,D088,117.123.198.175,France,0.3,2025-09-12 21:35:34
ACC0150,ACC0097,1744.87,D009,252.143.175.95,USA,0.2,2025-10-01 20:13:11
ACC0297,ACC0176,977.44,D084,145.225.150.123,Cayman Islands,0.9,2025-10-04 02:10:51
ACC0156,ACC0291,351.76,D017,133.105.83.207,Singapore,0.35,2025-09-14 03:41:41
ACC0076,ACC0181,1912.87,D037,51.192.147.83,India,0.25,2025-09-20 16:56:10
ACC0090,ACC0079,242.67,D021,157.42.122.76,Canada,0.2,2025-09-29 19:15:48
ACC0095,ACC0106,1334.45,D072,47.105.124.148,USA,0.2,2025-09-19 18:00:14
ACC0274,ACC0155,815.08,D016,47.252.127.247,USA,0.2,2025-09-27 09:38:42
ACC0080,ACC0003,1951.45,D095,190.85.131.239,France,0.3,2025-09-25 22:14:14
ACC0294,ACC0076,683.98,D073,132.240.20.45,India,0.25,2025-10-08 14:28:44
ACC0060,ACC0158,1238.87,D004,101.33.93.24,Panama,0.85,2025-10-11 09:06:42
ACC0100,ACC0299,1564.75,D068,60.15.31.147,Canada,0.2,2025-10-03 11:33:37
ACC0045,ACC0263,986.03,D051,140.251.24.242,Canada,0.2,2025-09-29 09:14:06
ACC0204,ACC0076,745.56,D092,82.98.99.88,Panama,0.85,2025-10-03 11:41:52
ACC0288,ACC0045,1485.64,D028,123.83.51.216,India,0.25,2025-10-02 10:21:52
ACC0213,ACC0072,181.3,D076,131.232.144.95,UAE,0.4,2025-09-15 01:35:40
ACC0193,ACC0046,1281.22,D001,54.152.128.191,Panama,0.85,2025-10-09 10:14:04
ACC0071,ACC0103,586.03,D024,220.221.87.223,Panama,0.85,2025-10-10 06:22:52
ACC0156,ACC0253,456.8,D072,49.77.86.254,India,0.25,2025-10-04 19:06:52
ACC0064,ACC0148,988.85,D054,72.17.40.205,Germany,0.25,2025-09-25 07:32:43
ACC0253,ACC0035,1166.32,D077,232.76.170.185,Cayman Islands,0.9,2025-10-04 23:11:30
ACC0062,ACC0192,44.91,D066,158.24.47.91,UAE,0.4,2025-10-04 05:43:09
ACC0070,ACC0183,552.61,D021,243.254.101.22,USA,0.2,2025-09-25 22:16:16
ACC0150,ACC0272,1032.59,D082,56.205.34.163,UK,0.3,2025-09-19 23:17:29
ACC0279,ACC0166,550.2,D041,102.34.146.158,Singapore,0.35,2025-09-28 22:14:31
ACC0074,ACC0007,570.02,D018,115.97.245.243,France,0.3,2025-09-19 18:30:24
ACC0053,ACC0112,450.02,D020,239.153.167.186,France,0.3,2025-10-07 08:59:38
ACC0273,ACC0283,840.52,D090,39.219.43.246,UK,0.3,2025-09-12 16:48:45
ACC0246,ACC0179,286.64,D040,162.143.205.97,Cayman Islands,0.9,2025-09-20 05:12:00
ACC0156,ACC0015,452.49,D096,46.186.68.88,UK,0.3,2025-09-17 22:36:02
ACC0108,ACC0067,1384.73,D011,29.14.208.133,Panama,0.85,2025-10-02 19:00:14
ACC0022,ACC0101,1588.18,D014,25.130.40.242,USA,0.2,2025-09-24 03:20:42
ACC0023,ACC0034,1511.56,D039,245.164.62.160,USA,0.2,2025-09-21 13:36:34
ACC0095,ACC0180,299.66,D004,81.252.158.99,UK,0.3,2025-09-28 22:54:38
ACC0083,ACC0257,491.23,D100,35.219.158.205,UAE,0.4,2025-09-12 12:51:25
ACC0271,ACC0112,1928.88,D092,203.147.11.195,Canada,0.2,2025-09-16 15:32:28
ACC0110,ACC0259,739.26,D091,122.182.255.37,India,0.25,2025-09-20 15:16:04
ACC0182,ACC0195,1033.36,D055,204.90.41.129,Canada,0.2,2025-09-17 05:05:30
ACC0267,ACC0070,1412.41,D064,20.31.93.136,Cayman Islands,0.9,2025-09-17 11:23:26
ACC0198,ACC0146,1474.99,D059,225.123.67.151,UAE,0.4,2025-10-01 15:04:56
ACC0149,ACC0220,1790.56,D025,250.183.104.55,UK,0.3,2025-09-12 11:27:38
ACC0252,ACC0054,1050.1,D051,40.46.111.112,India,0.25,2025-10-10 12:36:47
ACC0053,ACC0087,1950.66,D009,162.226.113.41,Cayman Islands,0.9,2025-09-23 03:52:37
ACC0218,ACC0256,1191.36,D036,215.174.251.112,UAE,0.4,2025-09-29 03:26:51
ACC0244,ACC0208,564.99,D063,37.41.74.135,France,0.3,2025-10-05 23:55:48
ACC0119,ACC0069,1478.22,D004,137.183.16.55,UK,0.3,2025-09-30 10:21:50
ACC0168,ACC0079,1250.23,D039,179.202.143.206,UAE,0.4,2025-10-05 18:00:15
ACC0239,ACC0104,985.6,D038,97.217.230.148,India,0.25,2025-10-08 09:25:21
ACC0010,ACC0017,773.42,D056,106.123.127.19,UK,0.3,2025-09-13 10:50:54
ACC0091,ACC0286,1770.55,D085,120.44.89.193,Singapore,0.35,2025-09-30 17:52:32
ACC0250,ACC0057,1323.56,D073,156.130.131.153,India,0.25,2025-09-19 10:40:46
ACC0260,ACC0029,994.44,D051,167.183.100.206,Singapore,0.35,2025-09-25 15:57:28
ACC0165,ACC0032,99.79,D004,99.217.199.159,UAE,0.4,2025-09-13 03:54:17
ACC0175,ACC0195,696.83,D013,99.24.179.72,Panama,0.85,2025-09-23 21:03:19
ACC0121,ACC0160,1821.67,D076,88.39.96.53,UK,0.3,2025-09-12 19:31:49
ACC0276,ACC0167,1318.96,D005,141.240.117.78,India,0.25,2025-09-12 20:20:04
ACC0241,ACC0012,1145.0,D041,35.216.135.35,Panama,0.85,2025-09-21 20:27:53
ACC0173,ACC0255,341.59,D065,121.61.137.172,Cayman Islands,0.9,2025-09-15 12:19:10
ACC0275,ACC0110,104.59,D037,112.215.67.169,Singapore,0.35,2025-09-16 07:42:10
ACC0297,ACC0049,554.0,D076,145.131.119.63,Cayman Islands,0.9,2025-09-28 17:13:01
ACC0040,ACC0155,871.49,D065,61.116.112.74,Singapore,0.35,2025-10-06 21:00:46
ACC0233,ACC0281,1259.41,D024,57.157.137.64,USA,0.2,2025-10-04 13:00:09
ACC0138,ACC0273,1869.93,D079,25.143.61.103,Panama,0.85,2025-10-04 07:24:00
ACC0076,ACC0124,1689.8,D020,230.222.243.26,Singapore,0.35,2025-09-21 17:43:35
ACC0212,ACC0137,520.33,D037,113.71.39.48,Germany,0.25,2025-09-21 04:09:45
ACC0015,ACC0126,975.91,D040,118.175.241.19,India,0.25,2025-09-21 15:54:00
ACC0082,ACC0140,524.21,D018,178.150.55.174,USA,0.2,2025-09-13 21:46:06
ACC0249,ACC0011,634.67,D008,26.240.254.114,UK,0.3,2025-09-29 11:59:44
ACC0047,ACC0204,479.72,D093,138.248.40.143,Germany,0.25,2025-10-10 00:48:07
ACC0269,ACC0129,483.77,D064,216.90.94.223,UK,0.3,2025-10-10 05:21:12
ACC0200,ACC0121,297.11,D055,80.122.114.75,Canada,0.2,2025-10-10 11:21:33
ACC0029,ACC0252,1402.24,D069,149.118.131.184,Cayman Islands,0.9,2025-09-23 19:34:43
ACC0143,ACC0075,1434.19,D047,15.175.241.165,India,0.25,2025-09-13 13:07:12
ACC0028,ACC0123,775.53,D033,189.102.241.217,France,0.3,2025-09-17 18:46:01
ACC0274,ACC0122,25.65,D057,247.244.75.87,Panama,0.85,2025-09-16 05:42:48
ACC0121,ACC0153,1832.62,D027,235.217.206.174,Germany,0.25,2025-10-01 13:55:29
ACC0018,ACC0141,947.47,D011,225.95.193.118,India,0.25,2025-09-16 17:32:00
ACC0083,ACC0134,710.19,D065,218.150.198.93,UK,0.3,2025-10-03 20:39:08
ACC0015,ACC0027,1264.01,D083,44.10.112.61,Germany,0.25,2025-09-26 16:33:10
ACC0161,ACC0295,324.07,D011,206.222.176.205,UK,0.3,2025-09-18 04:08:00
ACC0211,ACC0164,1748.28,D058,54.185.161.221,India,0.25,2025-09-27 18:13:22
ACC0145,ACC0102,741.52,D011,106.251.223.236,Panama,0.85,2025-10-09 13:07:02
ACC0115,ACC0011,1297.74,D003,242.32.128.60,France,0.3,2025-09-24 13:33:49
ACC0087,ACC0026,863.52,D052,32.255.104.53,UAE,0.4,2025-10-09 09:27:00
ACC0061,ACC0008,875.97,D092,126.221.182.136,France,0.3,2025-09-17 14:38:27
ACC0115,ACC0105,583.04,D025,43.120.229.62,Singapore,0.35,2025-10-10 23:42:40
ACC0111,ACC0145,842.48,D094,47.17.84.77,Canada,0.2,2025-09-23 06:55:29
ACC0231,ACC0128,1371.69,D048,12.130.44.233,UAE,0.4,2025-09-27 13:10:22
ACC0204,ACC0109,1419.82,D092,75.28.34.152,Panama,0.85,2025-09-14 17:00:56
ACC0027,ACC0171,1817.37,D031,250.181.215.163,India,0.25,2025-09-14 01:35:21
ACC0003,ACC0130,768.07,D065,181.104.43.238,UAE,0.4,2025-10-09 00:29:57
ACC0022,ACC0298,348.03,D023,96.234.129.43,Singapore,0.35,2025-09-16 05:00:41
ACC0163,ACC0272,528.21,D056,42.137.233.223,Germany,0.25,2025-09-25 11:57:13
ACC0185,ACC0221,1229.73,D037,77.142.90.121,Singapore,0.35,2025-09-19 20:47:03
ACC0162,ACC0252,1115.79,D098,172.214.122.23,Germany,0.25,2025-09-21 00:40:18
ACC0077,ACC0028,81.37,D030,190.129.121.39,Germany,0.25,2025-10-05 21:10:37
ACC0021,ACC0227,975.55,D046,226.194.231.47,France,0.3,2025-09-17 20:37:54
ACC0179,ACC0048,369.5,D027,140.220.79.154,Singapore,0.35,2025-10-10 06:55:40
ACC0109,ACC0299,1536.03,D001,245.29.73.206,France,0.3,2025-10-06 00:54:19
ACC0049,ACC0169,1365.81,D004,110.105.161.247,Singapore,0.35,2025-09-17 00:08:40
ACC0166,ACC0079,925.86,D004,132.126.170.254,UK,0.3,2025-09-24 22:20:34
ACC0003,ACC0169,1902.28,D006,197.197.242.255,UAE,0.4,2025-10-09 11:40:54
ACC0067,ACC0109,653.11,D007,28.150.253.164,Singapore,0.35,2025-09-30 08:55:00
ACC0048,ACC0205,487.76,D033,112.32.15.228,Germany,0.25,2025-09-21 23:09:40
ACC0084,ACC0199,577.02,D100,177.49.40.86,Panama,0.85,2025-10-05 16:26:24
ACC0222,ACC0159,271.26,D088,223.104.141.61,UAE,0.4,2025-10-05 15:00:58
ACC0229,ACC0199,1130.48,D061,203.118.217.104,Singapore,0.35,2025-10-11 15:46:19
ACC0096,ACC0223,194.97,D081,128.183.67.175,Panama,0.85,2025-09-19 09:14:00
ACC0254,ACC0270,177.1,D081,30.242.215.132,France,0.3,2025-09-26 10:32:51
ACC0077,ACC0066,1684.66,D088,85.155.22.151,Singapore,0.35,2025-09-15 13:43:51
ACC0024,ACC0263,855.58,D014,179.194.155.218,France,0.3,2025-09-24 03:46:25
ACC0182,ACC0131,16107.74,D075,55.211.56.225,Panama,0.85,2025-09-30 22:23:33
ACC0024,ACC0043,634.75,D054,203.181.125.169,Singapore,0.35,2025-09-24 17:23:53
ACC0175,ACC0096,165.66,D028,76.233.182.37,Germany,0.25,2025-10-02 21:58:35
ACC0274,ACC0010,242.19,D001,132.127.187.113,Panama,0.85,2025-10-11 01:48:49
ACC0250,ACC0156,727.85,D080,186.182.111.215,UAE,0.4,2025-09-26 13:11:05
ACC0045,ACC0065,389.7,D018,188.58.229.16,USA,0.2,2025-09-22 00:20:03
ACC0247,ACC0075,877.22,D084,212.147.58.32,Canada,0.2,2025-09-26 11:09:32
ACC0238,ACC0076,53.42,D061,49.199.189.123,Panama,0.85,2025-10-05 09:41:04
ACC0242,ACC0011,492.83,D058,222.223.110.23,UAE,0.4,2025-09-28 01:31:39
ACC0005,ACC0053,1959.18,D081,198.158.162.197,Panama,0.85,2025-10-08 18:22:32
ACC0149,ACC0019,977.34,D063,166.249.183.241,Panama,0.85,2025-10-05 13:00:38
ACC0119,ACC0032,849.79,D068,26.78.238.175,USA,0.2,2025-10-02 02:33:52
ACC0243,ACC0060,1878.54,D064,188.121.15.51,UAE,0.4,2025-09-25 20:07:15
ACC0099,ACC0241,471.89,D045,242.185.96.245,India,0.25,2025-10-11 02:03:41
ACC0240,ACC0068,1920.01,D038,182.177.198.102,Panama,0.85,2025-10-04 18:51:44
ACC0083,ACC0107,1337.44,D037,61.50.165.135,UK,0.3,2025-09-16 18:07:31
ACC0213,ACC0253,5271.96,D039,101.183.50.54,Panama,0.85,2025-10-06 07:09:34
ACC0017,ACC0033,236.8,D044,153.67.134.76,Panama,0.85,2025-09-28 09:04:14
ACC0182,ACC0024,542.31,D099,186.233.141.164,France,0.3,2025-09-16 21:53:54
ACC0026,ACC0225,1949.57,D059,166.210.229.252,UK,0.3,2025-09-16 19:14:56
ACC0288,ACC0022,342.42,D065,62.243.102.50,UK,0.3,2025-09-26 00:54:43
ACC0227,ACC0260,317.05,D064,219.45.41.227,UK,0.3,2025-09-21 15:47:00
ACC0225,ACC0213,498.18,D099,97.83.139.53,USA,0.2,2025-09-15 23:52:07
ACC0137,ACC0191,727.68,D092,48.202.202.145,Panama,0.85,2025-10-02 07:54:22
ACC0117,ACC0071,1836.86,D055,253.228.142.213,Panama,0.85,2025-09-29 10:03:42
ACC0016,ACC0227,1438.08,D019,27.31.96.90,USA,0.2,2025-10-01 08:31:16
ACC0085,ACC0223,1520.79,D008,174.48.241.157,Panama,0.85,2025-09-14 15:55:02
ACC0267,ACC0152,1772.71,D054,233.87.194.200,Panama,0.85,2025-09-27 02:02:44
ACC0177,ACC0005,1224.7,D036,113.124.174.62,France,0.3,2025-10-08 06:51:56
ACC0227,ACC0177,1553.05,D084,31.19.147.95,Panama,0.85,2025-09-30 18:56:22
ACC0065,ACC0267,435.33,D070,89.143.97.203,Singapore,0.35,2025-09-19 15:00:34
ACC0012,ACC0015,524.79,D070,87.195.118.139,UAE,0.4,2025-09-17 05:14:17
ACC0031,ACC0191,14764.44,D034,124.86.156.198,Cayman Islands,0.9,2025-09-12 02:38:17
ACC0233,ACC0174,1135.54,D031,170.180.146.226,UAE,0.4,2025-10-10 18:25:44
